Label,prompt
Clones Attack Hilarity #1,An apple a day keeps ______ away.
Pigs Against Profanity: Volume 3,"An apple a day keeps the doctor away, _______ keeps the rapists away."
Cads About Matrimony Poly Pack,An engagement ring is a beautiful symbol of ________.
Cads About Matrimony: Expansion 1,An engagement ring is a beautiful symbol of ________.
Disgruntled Decks: Marine Corps/Jarhead Edition,An enormous statue commemorating ______ was erected in front of the Lee Harvey Oswald School of Marksmanship Excellence.
Disgruntled Decks: Navy Edition,An ensign tries to one-up you with a sea story about ______. You win by telling him the one about ______.
The Catholic Card Game: Base Deck,An EWTN Original Series: ______.
Bad Campaign, The Presidential Party Game!,An executive order will be issued calling dibs on _________.
CAH: First Expansion,An international tribunal has found ______ guilty of ______.
Disgruntled Decks: Air Force Edition,"An LOR was given to you for an embarrassing incident involving ______, but mostly because you're really fucking dumb."
Kiwis Versus Morality,An nonconsensual ______ during a game of league.
Crabs Adjust Humidity: Volume 2,An ounce of ______ is worth a pound of ______.
Kiwis Against Morality,An unconsentual ______ during a game a league.
Blurbs Against Buffalo,"An unexpected slowdown in traffic on the 33, obviously caused by ______."
Cads Against Adulting,An upcoming social event just got canceled. How are you celebrating?
Dirty Nasty Filthy,Anal Beads! ____ is what they're good for.
Crabs Adjust Humidity: Volume 4,Ancient Chinese proverb say: ______ is just ______ without ______.
Guards Against Insanity, Edition 1,And all because the lady loves _____.
Crazy & Horrible Rabbit - Vol. 1,"And behold, the fifth seal opened, and there was _____ and with it came _____."
Crabs Adjust Humidity: Volume 5,"And behold, the fifth seal opened, and there was ______ and with it came ______."
Cats Abiding Horribly: Episode I - The Dirty Goblin,"And for my final wish Genie, I want you to make me the master of ______."
Cats Abiding Horribly: Episode I - The Dirty Goblin,"And for my final wish, Genie, I want you to make me the master of ______."
WTF Did You Say?!?,"And for my next magic trick, I will pull ______ out of a hat!"
Pigs Against Profanity: Volume 3,And here we see the alpha male of the species uses __________ to entice a mating partner.
Disgruntled Decks: Air Force Edition,"And here we see the dependa in her natural habitat, angrily commenting about ______ on her husband's unit's Facebook page."
CAH: First Expansion,"And I would have gotten away with it, too, if it hadn't been for ______!"
CAH: Red Box Expansion,"And I would have gotten away with it, too, if it hadn't been for ______!"
Cards Against/For South Africa,"And I would have gotten away with it, too, if it hadn't been for ___."
Fantasy Pack,"And in the end, the dragon was not evil; he just wanted ______."
Humanity Hates Trump: Expansion Pack 1,"And on the 8th day, God created _________, and it was good"
Crows Adopt Vulgarity, Vol. 2,"And on the 8th day, God created ______, and it was good."
Cats Abiding Horribly: Episode III - The SJWs Strike Back,"And on the sixth day, God created Man in the image of ______."
WTF Did You Say?!?,And that's the last time I buy ______ off Craigslist®.
Cards Against/For South Africa,And the Academy award for ___ goes to ___.
CAH Base Set,And the Academy Award for ______ goes to ______.
CAH Base Set,And the BAFTA for ______ goes to ______. 
CAH: UK Conversion Kit,And the BAFTA for ___________ goes to __________.
Evil Apples,"And the Lord said, 'Let there be ______'. And it was GOOD."
Hilarious!,And the South African Entertainment Award for ___ goes to ___.
The Catholic Card Game: Base Deck,And they'll know we are Christians by our ______.
CAH: Blue Box Expansion,And today's soup is Cream of ______.
CAH: Fifth Expansion,And today's soup is Cream of ______.
CAH Base Set,And what did you bring for show and tell?
CAH: Red Box Expansion,And what did you bring for show and tell?
CAH: Third Expansion,And what did you bring for show and tell?
Voter's Choice: The Fourth Expansion,And what do we say to the God of Death?
CAH: Blue Box Expansion,"And would you like those buffalo wings mild, hot, or ______?"
CAH: Sixth Expansion,"And would you like those buffalo wings mild, hot, or ______?"
JadedAid: A Card Game to Save Humanitarians,Angelina Jolie will now be special envoy for ______.
Crows Adopt Vulgarity, Vol. 1,Anonymous's next target? ______.
The Catholic Card Game: Base Deck,Another reason Saul was knocked off his horse on his way to Damascus.
Pigs Against Profanity: Volume 2,Ant Mcpartlin has released his new book entitled ________
Hilarious!,Anthroopologists have recently discovered a primitive tribe that worships ___.
Cards Against/For South Africa,Anthropologists have recently discovered a primitive tribe that worhips ___.
CAH Base Set,Anthropologists have recently discovered a primitive tribe that worships ______.
Rotten Apples: The Tasteless Adult Party Game,Any movie can be improved by the presence of ______.
Cats Abiding Horribly: Episode II - A New Low,Anyone else surprised the Nobel Prize for ______ went to ______ this year?
Guards Against Insanity, Edition 5,Anyone who knows me knows that I love ______.
Voter's Choice: The Third Expansion,Anything about ______ has to be educational.
Rotten Apples: The Tasteless Adult Party Game,Aply liberally three times a day to reduce ______.
Cards With No Sexuality,"Apple just announced that in the next iPhone update, they’re replacing Siri with _____."
Crabs Adjust Humidity: Volume 2,Apple® has announced a new device that promises to revolutionize the way we think about ______.
Disgruntled Decks: Army Edition,April is "The Month of the Military Child." What are you doing to celebrate?
The Catholic Card Game: Five Deck Expansion Pack,Aquinas responds to ______ with ______.
Disgruntled Decks: Army Edition,AR 670-1 has been updated and it specifically bans ______ in uniform.
CAH Base Set,Arby's: We Have ______.
Disgruntled Decks: Army Edition,Are you still shit-faced from a night of heavy drinking and need to sober up before PT? Try reading up on _______!
CAH Base Set,"Are you thinking what I'm thinking, B1?  I think I am, B2: it's ______ time!"
Humanity Hates Trump: Base Set,"Ariana Huffington is unattractive, both inside and out. I fully understand why her former husband left her for (a) _________. He made a good decision."
CAH: Blue Box Expansion,"Armani suit: $1,000. Dinner for two at that swanky restaurant: $300. The look on her face when you surprise her with ______: priceless."
CAH: Fifth Expansion,"Armani suit: $1,000. Dinner for two at that swanky restaurant: $300. The look on her face when you surprise her with ______: priceless."
CAH: Green Box Expansion,Art isn’t just a painting in a stuffy museum. Art is alive. Art is ______.
The Game Without Decency,"As a birthday treat, nothing can top ______ dipped in _______."
Trumped UpCards: The World's Biggest Deck*,"As a businessman, Trump is best known for ______."
Cats Abiding Horribly: Episode I - The Dirty Goblin,"As a huge fan of 50 Shades of Gray I'm a bit disappointed with the film's casting, I've always pictured ______ as Gray."
Cats Abiding Horribly: Episode I - The Dirty Goblin,"As a huge fan of 50 Shades of Grey, I'm a bit disappointed with the film's casting. I've always pictured ______ as Grey."
Skewered And Roasted,"As a kid, I spent my hard earned allowance on ________."
Cards for the Masses,"As a kid, I was afraid ______ was hiding under my bed."
Words Against Morality: Volume 4,"As a kid, I was afraid ______ was hiding under my bed."
KinderPerfect: More Expansion Pack,"As a parent, I get excited about ______."
The Game Without Decency,"As a practical joke, we switched grandma's heart pills with ______."
Trumped UpCards: Alternative Facts Expansion Pack,"As a show of loyalty to America, every foreign visitor must burn a science book and pledge allegiance to _____."
Cakes Athirst Hilarity Volume 3,"As a small child, I used to feed my goldfish ______."
Crabs Adjust Humidity: Volume 5,"As a staunch libertarian, I believe the only role for government is ______."
Crazy & Horrible Rabbit - Vol. 1,"As a staunch libertarian, I believe the only role for government is _____."
Guards Against Insanity, Edition 5,"As a stripper, I have one rule: No ______."
Disgruntled Decks: Air Force Edition,"As a Tech School instructor, I was shocked the first time I caught my students _______."
JadedAid: Peace Corps Expansion Pack,"As a Youth Development Volunteer, I spent all day teaching children about ______."
Trumped UpCards: Alternative Facts Expansion Pack,"As Abraham Lincoln famously declared, 'The first casualty in the War on the Media is the truth.  The second is _____.'"
Cats Abiding Horribly: Episode II - A New Low,"As always here at TED, we've saved the best for last. Please give a very warm welcome to ______, here to give us an extra long, five-hour talk on how to deal with ______."
Trumped UpCards: The World's Biggest Deck*,"As America's First Son, Donald Jr. will be in charge of ______."
Bards Dispense Profanity,"As everyone knows, after shooting Lincoln, John Wilkes Booth jumped onto the stage and yelled '______,'"
Dick,"As everyone knows, after shooting Lincoln, John Wilkes Booth jumped onto the stage and yelled '______.'"
Guards Against Insanity, Edition 1,"As far back as I can remember, I always wanted to be _____."
Humanity Hates Trump: Expansion Pack 2 - Humanity Hates Hillary, Too,"As first female president, I am legalizing _________."
Cards With No Sexuality,"As Jesus was nailed to the cross, he laughed and shouted, 'This is nothing compared to_____.'"
CAH: Blue Box Expansion,"As king, how will I keep the peasants in line?"
CAH: Fourth Expansion,"As king, how will I keep the peasants in line?"
Cats Abiding Horribly: Episode III - The SJWs Strike Back,"As long as my kid doesn't grow up to be ______, I'm happy."
CAH Base Set,"As my New Year's resolution, I vow to give up ______."
Dirty Nasty Filthy,"As my sex slave, you'll be required to ____ and ____."
JadedAid: A Card Game to Save Humanitarians,"As of today, all local staff will be paid in ______."
CAH: Red Box Expansion,"As part of his contract, Prince won’t perform without ______ in his dressing room."
CAH: Third Expansion,"As part of his contract, Prince won’t perform without ______ in his dressing room."
CAH: Red Box Expansion,"As part of his daily regimen, Anderson Cooper sets aside 15 minutes for ______."
CAH: Third Expansion,"As part of his daily regimen, Anderson Cooper sets aside 15 minutes for ______."
Carps & Angsty Manatee - Volume 2,"As part of its hazing process, the frat forced its recruits to try ______."
Bad Campaign, The Presidential Party Game!,As President the hardest task is dealing with _________.
Skewered And Roasted,"As president, I would include a policy on ________."
Trumped UpCards: The World's Biggest Deck*,"As President, Trump promises to take Iran's oil, return Mexico's Mexicans, and ______."
Trumped UpCards: The World's Biggest Deck*,"As President, Trump will create a new holiday that celebrates ______."
CAH: Green Box Expansion,"As reparations for slavery, all African Americans will receive ______."
Vote For Hillary Pack,"As repartations for slavery, all African Americans will receive ______."
CAH: Green Box Expansion,"As Teddy Roosevelt said, the four manly virtues are honor, temperance, industry, and ______."
Disgruntled Decks: Marine Corps/Jarhead Edition,"As the Arizona lawn dart plummeted to Earth, the Harrier pilot screamed '______' and ejected out of the cockpit."
CAH Base Set,"As the mom of five rambunctious boys, I'm no stranger to ______."
CAH Base Set,"As the mum of five rambunctious boys, I'm no stranger to ______."
Disgruntled Decks: Army Edition,"As the new unit morale, wellness, and recreation officer, your primary duties involve ______."
Trumped UpCards: The World's Biggest Deck*,"As the self-described 'king of debt,' Trump ruled over a magnificent empire of failed casinos and ______."
Trumped UpCards: The World's Biggest Deck*,"As the self-proclaimed 'greatest jobs president that God ever createed,' Trump will ritually sacrifice Federal Reserve Chair Janet Yellen on an altar carved from ______."
Trumped UpCards: The World's Biggest Deck*,"As Third Lady of the United States, Melania Trump will be an outspoken advocate for ______."
Words Against Morality: Volume 4,"As your commanding officer, I order you to perform ______ for my amusement."
Disgruntled Decks: Air Force Edition,"Aside from gambling addiction and marrying Las Vegas strippers, Airmen stationed at Nellis AFB also have issues with ______."
Bards Dispense Profanity,Ask not what your country can do for you; ask what you can do for _______.
WTF Did You Say?!?,Ask your doctor if ______ is right for you. Side affects may include: ______.
Depravity,Asking the hotel manager to arrange ____ for your room.
Depravity,Asking your blind date if they also like ____.
Reject Pack 2,"Astronomers have discovered that the universe consists of 5% ordinary matter, 25% dark matter, and 70% ______."
Fun in the Oven,"At 8 months pregnant, mom should do (or have) a lot of ______."
Kids Against Maturity,"At a parent teacher conference, your teacher confessed you have a serious problem focusing on ______."
Cads Against Adulting,"At a work meeting, I suggested shifting our core competencies away from web-based monetization and toward ______."
Cards and Punishment Vol. Two,"At Burning Man, ______ is not only allowed, it's encouraged."
Dick,"At first I was afraid, I was petrified /  kept thinking I could never live without ______."
Cats Abiding Horribly: Episode III - The SJWs Strike Back,"At his inauguration, President Trump confirmed that deporting ______ is his #1 priority."
Trumped UpCards: The World's Biggest Deck*,"At Mar-a-Lago, Trump imports foreign dishwashers because he can't find American workers with ______."
Trumped UpCards: The World's Biggest Deck*,"At military school in the 1960s, Trump won medals for neatness and ______."
Bad Campaign, The Presidential Party Game!,At my command NASA will have to shoot _________ into space.
Crows Adopt Vulgarity, Vol. 1,"At my father's funeral, I put ______ in the casket with him."
That's What She Said Game - First Expansion,"at my friend's sex toy party, she insisted I buy the item called _______"
Dirty Nasty Filthy,"At my last Frat format, there was so much ____, I ____ (ed)."
Cards for the Masses,"At my last physical, the doctor told me I need to cut back on ______."
Bad Campaign, The Presidential Party Game!,At night when I close my eyes _________ occupies my thoughts.
That's What She Said Game,"at Thanksgiving, I hugged my father-in-law and whispered ______"
That's What She Said Game,"at the Christmas party, my drunk boss stumbled over and creepily whispered ______"
Cards Against Profanity,"At the city council meeting this month, we will talk about ______."
Kids Against Maturity,"At the end of the day, my underwear is so ______ in the front and ______ in the back."
That's What She Said Game,"at the end of the night, my prom date anxiously blurted out ______"
Carbs of the Huge Manatee: Dance Expansion 1,"At the end of the night, the venue smelled like _______________."
Clones Attack Hilarity #1,"At the next home game, the first 1,000 attendees will get commerorative ______ bobble head."
That's What She Said Game - Second Expansion,"at the royal wedding, the Queen was overheard teling Meghan Markle _______"
The Catholic Card Game: Five Deck Expansion Pack,At the sight of ______ Jesus was amazed.
Evil Apples,"At the Texas State Fair, you can buy deep-fried ______."
That's What She Said Game,"at the urinal, the guy next to me looked down and said ______"
Disgruntled Decks: Coast Guard/Coastie Edition,"At TRACEN Yorktown, every safety brief must include a thorough discussion about ______."
Trumped UpCards: The World's Biggest Deck*,"At Trump Chicago, room service will bring you a 'Trump Supreme' pizza where every square inch is topped with ______."
Trumped UpCards: The World's Biggest Deck*,"At Trump University Nursing College, aspiring caregivers learn all about ______."
Disgruntled Decks: Air Force Edition,"At Vandenberg AFB, satellites designed to monitor ______ are now being launched into low Earth orbit."
Skewered And Roasted,"At work, I've managed to get this far with only ________."
Disgruntled Decks: Air Force Edition,Attempting to claim ______ on a travel voucher is a great way to piss off the DTS gods.
Depravity,Attempting to explain to your Dad why you were ____ in the garden shed.
Crabs Adjust Humidity: Volume 2,"Audiences at Sundance were traumatized by Lars von Trier's controversial new film, '______.'"
The Game Without Decency,Aunt Mary bored us for hours by showing us hundreds of photos of ______.
Words Against Morality: Volume 3,Authorities were baffled when they found out the killer was actually ______ all along.
Cows Against Hamburgers - Patty Pack #1,Autopsy results show his penis was severed by _____.
Cows Grilling Hamburgers - Patty Pack #1,Autopsy results show his penis was severed by _____.
Food Pack,"Aw babe, your burbs smell like ______."
PAX Prime 2015 Food Pack B (Coconut),"Aw babe, your burps smell like ______!"
Personally Incorrect,Awkward … I saw "Insert Name" with ______ on Saturday night.
CAH: First Expansion,"Awww, sick! I just saw this skater do a 720 kickflip into ______!"
CAH: Red Box Expansion,"Awww, sick! I just say this skater do a 720 kickflip into ______!"
Words Against Morality: Volume 1,"Babe, come over, I'm ______."
Cats Abiding Horribly: Episode I - The Dirty Goblin,Baby got ______.
Crazy & Horrible Rabbit - Vol. 1,"Baby I'm _____ on the streets, _____ in the sheets."
Crabs Adjust Humidity: Volume 5,"Baby I'm ______ on the streets, ______ in the sheets."
Dick,"Back in college, my nickname was ______."
Cards for the Masses,Back in my day ______ only cost a quarter.
Personally Incorrect,Back when "Insert Name" was a kid he/she had to work hard for his/her ______.
TableTop Pack,"Backers who supported Tabletop at the $25,000 level were astonished to receive ______ from Wil Wheaton himself."
Bad Hombres Against Fake News Pack 1,Bad Hombres actually enjoy _______.
Bad Hombres Against Fake News Pack 1,Bad Hombres' biggest weakness is _______.
Cats Abiding Horribly: Episode III - The SJWs Strike Back,"Bad news, Josh. Uncle Jack has been arrested for molesting ______. Yes, again."
Words Against Morality: Volume 2,Bankrupt governments around the world are turning to ______ to generate additional revenue.
The Game Without Decency,Baseball's new drug scandal involves players hopped up on _______.
Charlie Foxtrot,"Based on my experience, this could easily be fixed by _________."
Disgruntled Decks: Air Force Edition,"Be careful, Airman! That stripper says she loves you, but she's only interested in ______."
WTF Did You Say?!?,"Be sure to pack ______ carefully when camping, it attracts bears."
The Catholic Card Game: Five Deck Expansion Pack,Be wise as ______ and innocent as _______.
Cakes Athirst Hilarity Volume 4,Beauty and the ______ is my favorite Disney movie!
Kids Against Maturity,Beauty and the ______.
Words Against Morality: Volume 4,"Because of my investment in Bitcoin, soon I'll be able to afford ______."
2013 Holiday Pack,"Because they are forbidden from masturbating, Mormons channel their repressed sexual energy into ______."
House of Cards Pack,"Because you enjoyed ______, we thought you'd like ______."
Pigs Against Profanity: Volume 2,Becoming transgender - the most attention seeking thing since _______
CAH : Second Expansion,"Before ______, all we had was ______."
CAH: Red Box Expansion,"Before ______, all we had was ______."
Fun in the Oven,"Before 1 year of age, the baby should be careful to avoid ______."
Cocks Abreast Hostility: Cock Pack One: Just The Tip,"Before attempting anal for the first time, I've been told it's best to start with ______."
Cards About Toronto,"Before deciding on the EdgeWalk, the CN Tower is considered ______ as a new attraction"
Evil Apples,Before going to sleep I always check under the bed for ______.
Disgruntled Decks: Air Force Edition,"Before his heroic actions leading to his Medal of Honor, A1C John Levitow was best known for ______."
Cards and Punishment Vol. One,"Before hot dogs, Kobayashi was the champion of devouring ______."
Skewered And Roasted,"Before I go to sleep, I always think about ________."
Crabs Adjust Humidity: Volume 7,"Before I go, I check the list: rubber tubing, gas, saw, gloves, cuffs, razor wire, hatchet, ______, and my mitts."
Crabs Adjust Humidity: Volume 3,"Before I got laid off, I never pictured a career in ______."
Cards Against/For South Africa,"Before i kill you, Mr. Bond, i must show you ___."
Hilarious!,"Before I kill you, Mr. Bond, I must show you ___."
CAH : Second Expansion,"Before I run for president, I must destroy all evidence of my involvement with ______."
CAH: Red Box Expansion,"Before I run for president, I must destroy all evidence of my involvement with ______."
KinderPerfect (Commercial Set),"Before kids, I never thought about _______."
KinderPerfect: A Timeout For Parents (Kickstarter Set),"Before kids, I never thought about ______."
Cats Abiding Horribly Bonus Cards 2,"Before Marilyn Monroe came along, Hugh Hefner wanted ______ as the first Playboy centerfold. Unfortunately for everyone, that deal fell through."
Disgruntled Decks: Navy Edition,"Before mustering for cleaning stations, you check the POD. To your surprise, you see ______!"
That's What She Said Game,"before pulling the covers over her head, my girlfriend said ______"
Fascism Pack,"Before swallowing his pride and a cyanide pill, Adolf whispered to Eva, 'Sorry about ______'."
KinderPerfect: Tween Expansion Pack,"Before they were teenagers, my biggest worry was ______, but now I fear ______."
CAH: Blue Box Expansion,Behind every powerful man is ______.
CAH: Sixth Expansion,Behind every powerful man is ______.
Bards Dispense Profanity,Behind every successful man is _______.
2014 Holiday Pack,"Behold the Four Horsemen of the Apocalypse! War, Famine, Death, and ______."
Cads About Matrimony Poly Pack,Being a good husband means ________.
Cads About Matrimony: Expansion 1,Being a good husband means ________.
Depravity,Being accused of ____ at a work disciplinary.
Depravity,Being asked to leave the art gallery for ____.
Depravity,Being called into your managers office for ____ at the work Christmas party.
The Catholic Card Game: Base Deck,Being Catholic is the best because of ______.
Depravity,Being caught ____ by the library security.
Depravity,Being concerned that the psychic saw ____ in your future.
Depravity,Being distracted by ____ at the side of the road.
Cads About Matrimony,Being married means having the freedom to embrace ___________.
Cads About Matrimony Poly Pack,Being married means having the freedom to embrace ___________.
Cads About Matrimony: Expansion 1,Being partners for life means embracing ________.
Babies vs. Parents,Being pregnant makes me want to ______.
Humanity Hates Trump: Base Set,Being President is easy. You just need _________.
Depravity,Being reprimanded by the Headmaster for ____ when you should've been at school.
Depravity,Being reprimanded by your boss for including ____ in your yearly objectives.
Depravity,Being sold ____ by an aggressive salesman in the shopping centre.
Kiwis Against Morality,Being the first country to give women the vote has resulted in ______.
Kiwis Versus Morality,Being the first country to give women the vote has resulted in ______.
Depravity,Being unable to look your Dad in the eye once he's seen you ____.
Bad Campaign, The Presidential Party Game!,Believe in _________.
Humanity Hates the Holidays "Love" Edition,Believe in the magic of _______.
90s Nostalgia Pack,Believe it or not Jim Carrey can do a dead-on impression of ____.
Crabs Adjust Humidity: Volume 2,"Bentley's® latest ultra-high-end luxury sedan comes complete with ______, ______ and ______."
2016 Election Game ,"Bernie Sanders. The messier his hair gets, the more powerful _________ becomes."
Disgruntled Decks: Army Edition,"Besides sticky napalm, what else is detrimental to kids in a war zone?"
Cakes Athirst Hilarity Volume 2,"Besides watching animals fornicate, nothing gets me going more than ______."
CAH: Green Box Expansion,"Best you go back where you came from, now. We don’t take too kindly to ______ in these parts."
Dirty Nasty Filthy,Bet I can give you ____!
CAH Base Set,Betcha can't have just one!
Cads About Matrimony,"Between the champagne toast and the cake-cutting, there was __________."
Cads About Matrimony Poly Pack,"Between the champagne toast and the cake-cutting, there was __________."
Rotten Apples: The Tasteless Adult Party Game,Beware of Greeks bearing ______.
The Game Without Decency,Beware of Greeks bearing ______.
Cakes Athirst Hilarity Volume 4,Beware of the ides of ______.
Cols Against Kentucky 2,"Big Bone Lick State Park is much better than its original name, '______ State Park.'"
Dirty Nasty Filthy,"Bill got so fucked up at the last company holiday party, that everyone saw him ____."
CAH Base Set,BILLY MAYS HERE FOR ______.
Dirty Nasty Filthy,Bind me using ____ and then tease me with ____
The Catholic Card Game: Generations Expansion Pack,Bishop Robert Barron is lit because of ______.
Reject Pack 3,"Bitch, you look nasty. You look disgusting. You look like you're ______. Go home, butch."
Depravity,Blaming ____ for all your money troubles.
2013 Holiday Pack,"Blessed are you, Lord our God, creator of the universe, who has granted us ______."
Seasons Greetings Pack,"Blessed are you, Lord our God, creator of the universe, who has granted us _____."
Cows Grilling Hamburgers - Patty Pack #1,Blood is thicker than ________.
Disgruntled Decks: Coast Guard/Coastie Edition,"Boatswain's mate and damage controlman have merged to form a new rate, whose primary duties include ______ and ______."
PAX Prime 2014 - Panel Cards,Bob Ross's little-known first show was called "The Joy of ______."
The Game Without Decency,Bobby was suspended from high school when they found ______ in his locker.
Crabs Adjust Humidity: Volume 4,"Bowing to years of pressure, the Washington Redskins have officially been renamed the Washington ______."
Reject Pack 2,BowWOW! is the first pet hotel in LA that offers ______ for dogs.
KinderPerfect (Commercial Set),Box of diapers: $40. Food for the week: $200. ______: priceless.
Not Parent Approved,Boys are so good at _________.
Not Parent Approved,Boys remind me of _________.
Words Against Morality: Volume 2,"Brace yourselves, ______ is coming."
CAH Base Set,Bravo's new reality show features eight washed-up celebrities living with ______.
Humanity Hates Trump: Expansion Pack 1,Breaking News: CNN Reports that Donald Trump has been assassinated by _________ for his actions in/on _________.
Disgruntled Decks: Coast Guard/Coastie Edition,"BREAKING NEWS! In an unbelievable feat of heroism, USCG rescue swimmers recovered ______ from the North Atlantic."
Disgruntled Decks: Navy Edition,Breastfeeding in uniform is risky because ______ can sheak into the blouse and bite a titty.
Pigs Against Profanity: Volume 3,Brexit won`t solve immigration but ________ will.
Kiwis Against Morality,Brian Tamaki lustfully eyeing up ______ in the church bathrooms.
Kiwis Versus Morality,Brian Tamaki lustfully eyeing up ______ in the church bathrooms.
Cards and Punishment Vol. Two,Bringing up ______ on a first date is a terrible idea. I know from experience.
Kiwis Versus Morality,Briscoe sale! 50% off of ______
CAH Base Set,"Brought to you by Bud Light®, the Official Beer of ______."
CAH Base Set,"Brought to you by Molson Canadian, the Official Beer of ______."
CAH Base Set,"Brought to you by XXXX Gold, the Official Beer of ______."
KinderPerfect (Commercial Set),"Brown bear, brown bear, what do you see?"
KinderPerfect: A Timeout For Parents (Kickstarter Set),"Brown bear, brown bear, what do you see?"
Depravity,Browsing for a new outfit for ____ this weekend.
Not Parent Approved Expansion Pack #2,Bruno Mars should write a song about ______.
Kids Against Maturity,Brussel sprouts taste like ______.
Depravity,Building up the courage to tell your partner about the time you were ____ to pay the bills.
Dick,"Business idea: like Uber, but for ______."
CAH Base Set,"But before I kill you, Mr. Bond, I must show you ______."
2013 Holiday Pack,"But wait, there’s more! If you order ______ in the next 15 minutes, we’ll throw in ______ absolutely free!"
JadedAid: A Card Game to Save Humanitarians,"Buy one, give one should be reserved for ______."
Kiwis Versus Morality,Buying excessive amounts of ______ on $5 week.
PAX Prime 2014 - Panel Cards,Buzzfeed presents: 10 pictures of ______ that look like ______.
Disgruntled Decks: Army Edition,"By pooling their funds, the E-4 Mafia was able to buy ______ for mandatory fun day."
Bards Dispense Profanity,"By the age of four, male children already display a preference for _______."
Dick,"By the third date, most people expect ______."
Pigs Against Profanity: Volume 3,"By the year 2025,it`s believed over 50% of the world will be _____________."
Dick,"Ca-li-for-nia girls, we're unforgettable /  ______, bikinis on top."
That's What She Said Game - Second Expansion,Caitlyn Jenner's TED Talk on plastic surgery is called _______
Conspiracy Theory,California universities now offer a degree in ______.
Cards With No Sexuality,"Call me a bad parent, but the only way I can get my toddler to calm down is to give him _____."
Guards Against Insanity, Edition 4,"Call me a patriot if you will, but I believe in Truth, Justice and ______."
Words Against Morality: Volume 3,Call of Duty: Modern ______.
CAH: Red Box Expansion,"Call the law offices of Goldstein & Goldstein, because no one should have to tolerate ______ in the workplace."
CAH: Third Expansion,"Call the law offices of Goldstein & Goldstein, because no one should have to tolerate ______ in the workplace."
Words Against Morality: Volume 4,"Calm down, dear, it's only ______."
Dirty Nasty Filthy,Campus police arrested me for indecent ____.
Period Pack,Can a woman really have it all? A career and ______?
Babies vs. Parents,Can we stop by the store? I need to grab ______.
Pigs Against Profanity: Volume 2,Can you believe Nando`s have added ________ to their menu
The Game Without Decency,Can you explain why we found ______ under your pillow?
Humanity Hates the Holidays "Love" Edition,Can you feel the ______ tonight?
The Game Without Decency,Can you help me understand the connection between ______ and ______?
The Game Without Decency,Can you pass the ______ to _______ already?
The Game Without Decency,Can you please help me find my ______?
Skewered And Roasted,"Can you tell me how to get, how to get to ________?"
The Game Without Decency,Can you tell me the best way to bring ______ to the masses?
The Game Without Decency,Can you tell me why the local nuns have been seen buying up ______?
Kiwis Against Morality,Can't believe Bill English put ______ on his pizza.
Kiwis Versus Morality,Can't believe Bill English put ______ on his pizza.
Jew Pack/Chosen People Pack,"Can't you see? The Jews are behind everything-the banks, the media, even ______!"
House of Cards Pack,Cancel all my meetings. We've got a situation with ______ that requires my immediate attention.
Cards About Toronto,Captain John's Seafood Restaurant really closed because of ______
Disgruntled Decks: Navy Edition,Captain's Cup trophies are about as useful as _______.
Hilarious!,Carte Blanche investegates ___.
Cards Against/For South Africa,Carte Blanche investigates ___.
The Worst Card Game: Colorado Edition,Casa Bonita is now offering a 2-for-1 Cliff diving and ______.
Cards About Toronto,Cash strapped City Hall has decided to implement a tax on _______ immediately
Kids Against Maturity,Cat in the ______.
The Catholic Card Game: Base Deck,Catechsism #2866 talks about ______.
The Catholic Card Game: Base Deck,Catholic millenials are known for ______.
The Catholic Card Game: Base Deck,Catholics are tired of talking about ______ with non-Catholics.
WTF Did You Say?!?,CAUTION: ______ can be hazardous to your health.
KinderPerfect (Commercial Set),Caution! ______ leads to ______.
CAH Base Set,CBC presents "___: the Story of ___."
CAH Base Set,"Channel 4 presents ______, the story of ______."
CAH: UK Conversion Kit,Channel 4 presents “________: the Story of ______.”
CAH Base Set,Channel 5's new reality show features eight washed-up celebrities living with ______.
CAH: UK Conversion Kit,Channel 5’s new reality show features eight washed-up celebrities living with ____________.
CAH Base Set,"Channel 9 is pleased to present its new variety show, 'Hey Hey It's ______.'"
CAH : Second Expansion,Charades was ruined for me forever when my mom had to act out ______.
CAH Base Set,Charades was ruined for me forever when my mom had to act out ______.
CAH: Red Box Expansion,Charades was ruined for me forever when my mom had to act out ______.
Kids Against Maturity,Charlie and the chocolate ______.
Words Against Morality: Volume 1,Charlie Sheen holds the record for ______ the fastest.
CAH Base Set,"Check me out, yo! I call this dance move '______.'"
The Worst Card Game: 2016 National Edition,Check out my new podcast about ______ and ______.
Cads About Maternity - A game for bad mommies,"Cherish the special moments, like ______."
Disgruntled Decks: Navy Edition,Chief said if you finish ______ you can go home early.
Guards Against Insanity, Edition 3,Children should be seen and not ______.
WTF Did You Say?!?,Children these days don't appreciate ______.
Crabs Adjust Humidity: Volume 6,Chilean Seabass: $29 Caribbean Spiny Lobster: $38 ______: Market Price
Not Parent Approved,Chocolate cake with _________ would be epic!
Rotten Apples: The Tasteless Adult Party Game,"Chocolate, flowers, and ______."
Rotten Apples: The Tasteless Adult Party Game,Choosey mothers choose ______.
Cards for the Masses,Choosy moms choose ______.
Crabs Adjust Humidity: Volume 7,Choosy moms choose ______.
Kiwis Versus Morality,Chris Warner saying: "Please tell me that is not ______."
Kiwis Against Morality,Chris Warner saying: "Please tell me that is not your ______."
